000001     8.83e+001   3.84e+001
5.000000e-001     7.59e+001   3.90e+001
2.500000e-001     6.68e+001   4.23e+001
1.250000e-001     6.90e+001   4.70e+001
6.250000e-002     7.97e+001   4.75e+001
3.130000e-002     8.58e+001   4.41e+001
1.600000e-002     8.20e+001   3.99e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.50e+001
000064     1.05e+002   4.52e+001
000032     1.07e+002   4.53e+001
000016     1.11e+002   4.45e+001
000008     1.10e+002   4.23e+001
000004     1.03e+002   3.97e+001
000002     9.06e+001   3.78e+001
000001     7.69e+001   3.75e+001
5.000000e-001     6.62e+001   3.93e+001
2.500000e-001     5.96e+001   4.33e+001
1.250000e-001     6.32e+001   4.83e+001
6.250000e-002     7.48e+001   4.87e+001
3.130000e-002     8.21e+001   4.51e+001
1.600000e-002     7.96e+001   4.06e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.07e+002   4.54e+001
000032     1.11e+002   4.44e+001
000016     1.11e+002   4.19e+001
000008     1.03e+002   3.89e+001
000004     8.89e+001   3.66e+001
000002     7.38e+001   3.60e+001
000001     6.20e+001   3.75e+001
5.000000e-001     5.48e+001   4.06e+001
2.500000e-001     5.13e+001   4.51e+001
1.250000e-001     5.63e+001   5.00e+001
6.250000e-002     6.87e+001   5.03e+001
3.130000e-002     7.74e+001   4.65e+001
1.600000e-002     7.65e+001   4.17e+001
000512     1.03e+002   4.41e+001
000256     1.04e+002   4.47e+001
000128     1.05e+002   4.56e+001
000064     1.12e+002   4.49e+001
000032     1.14e+002   4.15e+001
000016     1.04e+002   3.72e+001
000008     8.62e+001   3.43e+001
000004     6.84e+001   3.37e+001
000002     5.52e+001   3.55e+001
000001     4.75e+001   3.89e+001
5.000000e-001     4.41e+001   4.28e+001
2.500000e-001     4.35e+001   4.73e+001
1.250000e-001     4.95e+001   5.20e+001
6.250000e-002     6.22e+001   5.22e+001
3.130000e-002     7.22e+001   4.82e+001
1.600000e-002     7.31e+001   4.30e+001
000512     1.03e+002   4.41e+001
000256     1.04e+002   4.47e+001
000128     1.06e+002   4.58e+001
000064     1.15e+002   4.47e+001
000032     1.17e+002   3.98e+001
000016     1.00e+002   3.45e+001
000008     7.75e+001   3.19e+001
000004     5.90e+001   3.25e+001
000002     4.74e+001   3.56e+001
000001     4.16e+001   3.98e+001
5.000000e-001     3.97e+001   4.40e+001
2.500000e-001     4.02e+001   4.85e+001
1.250000e-001     4.65e+001   5.30e+001
6.250000e-002     5.93e+001   5.30e+001
3.130000e-002     6.97e+001   4.89e+001
1.600000e-002     7.14e+001   4.36e+001
000512     1.03e+002   4.41e+001
000256     1.04e+002   4.47e+001
000128     1.05e+002   4.56e+001
000064     1.12e+002   4.50e+001
000032     1.14e+002   4.15e+001
000016     1.04e+002   3.72e+001
000008     8.62e+001   3.43e+001
000004     6.84e+001   3.37e+001
000002     5.51e+001   3.55e+001
000001     4.74e+001   3.90e+001
5.000000e-001     4.43e+001   4.29e+001
2.500000e-001     4.38e+001   4.75e+001
1.250000e-001     4.98e+001   5.20e+001
6.250000e-002     6.26e+001   5.21e+001
3.130000e-002     7.24e+001   4.80e+001
1.600000e-002     7.31e+001   4.29e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.52e+001
000064     1.07e+002   4.54e+001
000032     1.11e+002   4.45e+001
000016     1.11e+002   4.19e+001
000008     1.03e+002   3.89e+001
000004     8.90e+001   3.65e+001
000002     7.34e+001   3.60e+001
000001     6.18e+001   3.78e+001
5.000000e-001     5.52e+001   4.08e+001
2.500000e-001     5.21e+001   4.53e+001
1.250000e-001     5.72e+001   4.99e+001
6.250000e-002     6.95e+001   5.01e+001
3.130000e-002     7.79e+001   4.63e+001
1.600000e-002     7.67e+001   4.14e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.05e+002   4.52e+001
000032     1.07e+002   4.53e+001
000016     1.11e+002   4.45e+001
000008     1.10e+002   4.23e+001
000004     1.03e+002   3.96e+001
000002     8.99e+001   3.77e+001
000001     7.67e+001   3.80e+001
5.000000e-001     6.69e+001   3.97e+001
2.500000e-001     6.09e+001   4.36e+001
1.250000e-001     6.47e+001   4.82e+001
6.250000e-002     7.62e+001   4.84e+001
3.130000e-002     8.30e+001   4.48e+001
1.600000e-002     7.99e+001   4.02e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.52e+001
000016     1.08e+002   4.52e+001
000008     1.10e+002   4.41e+001
000004     1.08e+002   4.19e+001
000002     9.96e+001   3.98e+001
000001     8.79e+001   3.90e+001
5.000000e-001     7.70e+001   3.96e+001
2.500000e-001     6.88e+001   4.27e+001
1.250000e-001     7.12e+001   4.69e+001
6.250000e-002     8.16e+001   4.71e+001
3.130000e-002     8.70e+001   4.36e+001
1.600000e-002     8.23e+001   3.93e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.52e+001
000008     1.09e+002   4.49e+001
000004     1.09e+002   4.34e+001
000002     1.05e+002   4.15e+001
000001     9.59e+001   4.02e+001
5.000000e-001     8.54e+001   3.99e+001
2.500000e-001     7.58e+001   4.22e+001
1.250000e-001     7.69e+001   4.60e+001
6.250000e-002     8.62e+001   4.61e+001
3.130000e-002     9.02e+001   4.27e+001
1.600000e-002     8.43e+001   3.87e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.51e+001
000008     1.07e+002   4.51e+001
000004     1.09e+002   4.42e+001
000002     1.07e+002   4.28e+001
000001     1.01e+002   4.14e+001
5.000000e-001     9.20e+001   4.05e+001
2.500000e-001     8.21e+001   4.21e+001
1.250000e-001     8.20e+001   4.53e+001
6.250000e-002     9.00e+001   4.53e+001
3.130000e-002     9.28e+001   4.21e+001
1.600000e-002     8.60e+001   3.82e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.50e+001
000008     1.06e+002   4.51e+001
000004     1.08e+002   4.47e+001
000002     1.08e+002   4.37e+001
000001     1.05e+002   4.25e+001
5.000000e-001     9.72e+001   4.11e+001
2.500000e-001     8.73e+001   4.21e+001
1.250000e-001     8.64e+001   4.49e+001
6.250000e-002     9.32e+001   4.47e+001
3.130000e-002     9.50e+001   4.15e+001
1.600000e-002     8.74e+001   3.78e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.50e+001
000008     1.06e+002   4.51e+001
000004     1.07e+002   4.49e+001
000002     1.08e+002   4.43e+001
000001     1.07e+002   4.33e+001
5.000000e-001     1.01e+002   4.18e+001
2.500000e-001     9.17e+001   4.22e+001
1.250000e-001     9.02e+001   4.45e+001
6.250000e-002     9.59e+001   4.43e+001
3.130000e-002     9.68e+001   4.12e+001
1.600000e-002     8.86e+001   3.76e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.51e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.50e+001
000008     1.06e+002   4.50e+001
000004     1.06e+002   4.50e+001
000002     1.07e+002   4.48e+001
000001     1.08e+002   4.39e+001
5.000000e-001     1.04e+002   4.24e+001
2.500000e-001     9.53e+001   4.25e+001
1.250000e-001     9.34e+001   4.43e+001
6.250000e-002     9.81e+001   4.39e+001
3.130000e-002     9.83e+001   4.09e+001
1.600000e-002     8.97e+001   3.74e+001
000512     1.03e+002   4.41e+001
000256     1.05e+002   4.47e+001
000128     1.05e+002   4.50e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.50e+001
000008     1.06e+002   4.50e+001
000004     1.06e+002   4.50e+001
000002     1.07e+002   4.50e+001
000001     1.08e+002   4.44e+001
5.000000e-001     1.06e+002   4.29e+001
2.500000e-001     9.82e+001   4.27e+001
1.250000e-001     9.61e+001   4.41e+001
6.250000e-002     9.99e+001   4.37e+001
3.130000e-002     9.95e+001   4.07e+001
1.600000e-002     9.07e+001   3.74e+001
000512     1.03e+002   4.42e+001
000256     1.04e+002   4.48e+001
000128     1.05e+002   4.50e+001
000064     1.06e+002   4.51e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.50e+001
000008     1.06e+002   4.50e+001
000004     1.06e+002   4.50e+001
000002     1.06e+002   4.51e+001
000001     1.08e+002   4.47e+001
5.000000e-001     1.07e+002   4.33e+001
2.500000e-001     1.00e+002   4.29e+001
1.250000e-001     9.84e+001   4.40e+001
6.250000e-002     1.01e+002   4.35e+001
3.130000e-002     1.00e+002   4.07e+001
1.600000e-002     9.16e+001   3.73e+001
000512     1.04e+002   4.39e+001
000256     1.05e+002   4.44e+001
000128     1.05e+002   4.48e+001
000064     1.05e+002   4.50e+001
000032     1.06e+002   4.50e+001
000016     1.06e+002   4.50e+001
000008     1.06e+002   4.50e+001
000004     1.06e+002   4.50e+001
000002     1.06e+002   4.52e+001
000001     1.08e+002   4.49e+001
5.000000e-001     1.08e+002   4.37e+001
2.500000e-001     1.02e+002   4.31e+001
1.250000e-001     1.00e+002   4.39e+001
6.250000e-002     1.02e+002   4.34e+001
3.130000e-002     1.01e+002   4.06e+001
1.600000e-002     9.25e+001   3.74e+001
000512     9.98e+001   4.56e+001
000256     1.02e+002   4.57e+001
000128     1.04e+002   4.57e+001
000064     1.05e+002   4.54e+001
000032     1.06e+002   4.52e+001
000016     1.06e+002   4.51e+001
000008     1.06e+002   4.51e+001
000004     1.06e+002   4.50e+001
000002     1.06e+002   4.52e+001
000001     1.08e+002   4.51e+001
5.000000e-001     1.08e+002   4.41e+001
2.500000e-001     1.04e+002   4.33e+001
1.250000e-001     1.02e+002   4.39e+001
6.250000e-002     1.03e+002   4.33e+001
3.130000e-002     1.02e+002   4.07e+001
1.600000e-002     9.33e+001   3.75e+001
