1.600000e-002     7.09e+001   5.63e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.50e+001   4.50e+001
000064     9.49e+001   4.50e+001
000032     9.56e+001   4.48e+001
000016     9.50e+001   4.42e+001
000008     9.26e+001   4.40e+001
000004     9.08e+001   4.41e+001
000002     8.87e+001   4.42e+001
000001     8.60e+001   4.55e+001
5.000000e-001     8.83e+001   4.77e+001
2.500000e-001     9.58e+001   4.84e+001
1.250000e-001     9.83e+001   4.86e+001
6.250000e-002     1.01e+002   5.12e+001
3.130000e-002     1.14e+002   5.48e+001
1.600000e-002     1.38e+002   5.75e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.46e+001   4.49e+001
000032     9.45e+001   4.50e+001
000016     9.47e+001   4.50e+001
000008     9.41e+001   4.49e+001
000004     9.38e+001   4.50e+001
000002     9.22e+001   4.53e+001
000001     9.11e+001   4.70e+001
5.000000e-001     9.67e+001   4.94e+001
2.500000e-001     1.08e+002   5.00e+001
1.250000e-001     1.14e+002   4.98e+001
6.250000e-002     1.19e+002   5.23e+001
3.130000e-002     1.36e+002   5.56e+001
1.600000e-002     1.67e+002   5.81e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.44e+001   4.49e+001
000016     9.44e+001   4.49e+001
000008     9.42e+001   4.49e+001
000004     9.36e+001   4.49e+001
000002     9.09e+001   4.53e+001
000001     9.00e+001   4.76e+001
5.000000e-001     9.76e+001   5.04e+001
2.500000e-001     1.12e+002   5.10e+001
1.250000e-001     1.19e+002   5.08e+001
6.250000e-002     1.26e+002   5.31e+001
3.130000e-002     1.47e+002   5.62e+001
1.600000e-002     1.81e+002   5.85e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.45e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.44e+001   4.49e+001
000004     9.36e+001   4.47e+001
000002     8.98e+001   4.52e+001
000001     8.90e+001   4.80e+001
5.000000e-001     9.81e+001   5.13e+001
2.500000e-001     1.14e+002   5.19e+001
1.250000e-001     1.24e+002   5.16e+001
6.250000e-002     1.33e+002   5.38e+001
3.130000e-002     1.56e+002   5.68e+001
1.600000e-002     1.94e+002   5.89e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.45e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.45e+001   4.49e+001
000004     9.37e+001   4.46e+001
000002     8.91e+001   4.51e+001
000001     8.82e+001   4.84e+001
5.000000e-001     9.84e+001   5.19e+001
2.500000e-001     1.16e+002   5.25e+001
1.250000e-001     1.28e+002   5.23e+001
6.250000e-002     1.39e+002   5.43e+001
3.130000e-002     1.64e+002   5.72e+001
1.600000e-002     2.04e+002   5.91e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.45e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.46e+001   4.50e+001
000004     9.38e+001   4.45e+001
000002     8.86e+001   4.51e+001
000001     8.77e+001   4.86e+001
5.000000e-001     9.86e+001   5.23e+001
2.500000e-001     1.17e+002   5.30e+001
1.250000e-001     1.30e+002   5.27e+001
6.250000e-002     1.42e+002   5.46e+001
3.130000e-002     1.69e+002   5.74e+001
1.600000e-002     2.11e+002   5.93e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.45e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.46e+001   4.50e+001
000004     9.38e+001   4.45e+001
000002     8.85e+001   4.50e+001
000001     8.74e+001   4.86e+001
5.000000e-001     9.85e+001   5.24e+001
2.500000e-001     1.18e+002   5.31e+001
1.250000e-001     1.30e+002   5.28e+001
6.250000e-002     1.43e+002   5.47e+001
3.130000e-002     1.70e+002   5.74e+001
1.600000e-002     2.12e+002   5.93e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.45e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.46e+001   4.50e+001
000004     9.39e+001   4.45e+001
000002     8.88e+001   4.50e+001
000001     8.74e+001   4.84e+001
5.000000e-001     9.80e+001   5.21e+001
2.500000e-001     1.16e+002   5.28e+001
1.250000e-001     1.29e+002   5.26e+001
6.250000e-002     1.41e+002   5.45e+001
3.130000e-002     1.67e+002   5.72e+001
1.600000e-002     2.08e+002   5.91e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.44e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.45e+001   4.50e+001
000004     9.41e+001   4.46e+001
000002     8.94e+001   4.49e+001
000001     8.77e+001   4.80e+001
5.000000e-001     9.71e+001   5.15e+001
2.500000e-001     1.14e+002   5.23e+001
1.250000e-001     1.25e+002   5.21e+001
6.250000e-002     1.36e+002   5.40e+001
3.130000e-002     1.60e+002   5.68e+001
1.600000e-002     1.97e+002   5.87e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.44e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.45e+001   4.50e+001
000004     9.43e+001   4.46e+001
000002     9.02e+001   4.48e+001
000001     8.82e+001   4.75e+001
5.000000e-001     9.60e+001   5.07e+001
2.500000e-001     1.11e+002   5.15e+001
1.250000e-001     1.20e+002   5.13e+001
6.250000e-002     1.29e+002   5.33e+001
3.130000e-002     1.50e+002   5.61e+001
1.600000e-002     1.84e+002   5.82e+001
000512     9.67e+001   4.58e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.45e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.44e+001   4.50e+001
000004     9.44e+001   4.47e+001
000002     9.11e+001   4.47e+001
000001     8.89e+001   4.69e+001
5.000000e-001     9.49e+001   4.98e+001
2.500000e-001     1.07e+002   5.05e+001
1.250000e-001     1.15e+002   5.05e+001
6.250000e-002     1.21e+002   5.25e+001
3.130000e-002     1.39e+002   5.53e+001
1.600000e-002     1.69e+002   5.75e+001
000512     9.67e+001   4.59e+001
000256     9.56e+001   4.52e+001
000128     9.51e+001   4.50e+001
000064     9.47e+001   4.49e+001
000032     9.44e+001   4.49e+001
000016     9.44e+001   4.50e+001
000008     9.44e+001   4.50e+001
000004     9.45e+001   4.48e+001
000002     9.18e+001   4.46e+001
000001     8.97e+001   4.64e+001
5.000000e-001     9.41e+001   4.88e+001
2.500000e-001     1.04e+002   4.96e+001
1.250000e-001     1.10e+002   4.95e+001
6.250000e-002     1.14e+002   5.16e+001
3.130000e-002     1.29e+002   5.45e+001
1.600000e-002     1.54e+002   5.67e+001
